Date,Product_Line,Defect_Type,Shift,Inspector,Units_Inspected,Defects_Found,Pass,Defect_Rate_%
2024-05-29,Assembly A,No Defect,Night,Inspector 2,274,0,1,0.0
2024-05-29,Assembly A,No Defect,Night,Inspector 1,232,0,1,0.0
2024-05-30,Assembly B,No Defect,Night,Inspector 1,105,0,1,0.0
2024-05-30,Assembly A,Dimensional Error,Morning,Inspector 3,64,7,0,10.94
2024-05-30,Assembly B,Surface Defect,Night,Inspector 4,276,10,0,3.62
2024-05-30,Assembly B,Material Flaw,Afternoon,Inspector 1,263,9,0,3.42
2024-05-31,Assembly B,No Defect,Morning,Inspector 2,123,0,1,0.0
2024-05-31,Sub-System Z,No Defect,Afternoon,Inspector 1,142,0,1,0.0
2024-05-31,Component X,No Defect,Morning,Inspector 1,230,0,1,0.0
2024-05-31,Assembly A,No Defect,Morning,Inspector 2,299,0,1,0.0
2024-05-31,Component X,Dimensional Error,Morning,Inspector 2,175,11,0,6.29
2024-05-31,Assembly B,No Defect,Night,Inspector 2,220,0,1,0.0
2024-06-01,Component Y,No Defect,Night,Inspector 1,151,0,1,0.0
2024-06-01,Assembly A,No Defect,Night,Inspector 4,67,0,1,0.0
2024-06-02,Assembly A,No Defect,Morning,Inspector 2,187,0,1,0.0
2024-06-02,Component X,No Defect,Night,Inspector 3,228,0,1,0.0
2024-06-02,Sub-System Z,Material Flaw,Morning,Inspector 2,76,10,0,13.16
2024-06-03,Component Y,No Defect,Night,Inspector 2,221,0,1,0.0
2024-06-03,Component Y,No Defect,Morning,Inspector 2,118,0,1,0.0
2024-06-03,Component Y,Dimensional Error,Morning,Inspector 3,145,3,0,2.07
2024-06-04,Component Y,No Defect,Afternoon,Inspector 4,105,0,1,0.0
2024-06-05,Sub-System Z,No Defect,Night,Inspector 2,299,0,1,0.0
2024-06-05,Component X,No Defect,Night,Inspector 3,72,0,1,0.0
2024-06-05,Component Y,No Defect,Morning,Inspector 1,157,0,1,0.0
2024-06-05,Assembly B,Dimensional Error,Morning,Inspector 3,70,1,0,1.43
2024-06-06,Component X,No Defect,Morning,Inspector 1,271,0,1,0.0
2024-06-07,Component X,No Defect,Afternoon,Inspector 3,277,0,1,0.0
2024-06-07,Component X,Assembly Fault,Afternoon,Inspector 1,125,7,0,5.6
2024-06-07,Assembly A,No Defect,Afternoon,Inspector 4,157,0,1,0.0
2024-06-07,Assembly A,No Defect,Morning,Inspector 2,267,0,1,0.0
2024-06-08,Sub-System Z,No Defect,Afternoon,Inspector 1,69,0,1,0.0
2024-06-08,Component X,No Defect,Morning,Inspector 4,272,0,1,0.0
2024-06-08,Component Y,No Defect,Afternoon,Inspector 4,99,0,1,0.0
2024-06-08,Assembly A,No Defect,Afternoon,Inspector 3,262,0,1,0.0
2024-06-09,Assembly B,Material Flaw,Morning,Inspector 2,286,9,0,3.15
2024-06-09,Assembly B,Assembly Fault,Morning,Inspector 4,99,14,0,14.14
2024-06-09,Component X,Material Flaw,Night,Inspector 3,160,7,0,4.38
2024-06-10,Assembly B,Assembly Fault,Morning,Inspector 1,73,12,0,16.44
2024-06-10,Sub-System Z,Dimensional Error,Afternoon,Inspector 3,262,5,0,1.91
2024-06-10,Assembly A,Material Flaw,Morning,Inspector 4,57,13,0,22.81
2024-06-11,Component Y,No Defect,Afternoon,Inspector 4,75,0,1,0.0
2024-06-11,Component X,Surface Defect,Afternoon,Inspector 2,117,3,0,2.56
2024-06-12,Sub-System Z,Assembly Fault,Night,Inspector 3,90,7,0,7.78
2024-06-12,Assembly B,Dimensional Error,Afternoon,Inspector 2,114,10,0,8.77
2024-06-13,Sub-System Z,No Defect,Afternoon,Inspector 4,200,0,1,0.0
2024-06-13,Assembly B,No Defect,Morning,Inspector 1,126,0,1,0.0
2024-06-13,Assembly A,Assembly Fault,Morning,Inspector 3,251,3,0,1.2
2024-06-14,Sub-System Z,No Defect,Morning,Inspector 2,252,0,1,0.0
2024-06-14,Component Y,Dimensional Error,Night,Inspector 1,136,4,0,2.94
2024-06-14,Component Y,No Defect,Afternoon,Inspector 1,195,0,1,0.0
2024-06-15,Assembly B,Assembly Fault,Night,Inspector 2,209,13,0,6.22
2024-06-15,Component X,No Defect,Afternoon,Inspector 4,66,0,1,0.0
2024-06-15,Component Y,Material Flaw,Morning,Inspector 2,201,8,0,3.98
2024-06-16,Component Y,No Defect,Morning,Inspector 3,132,0,1,0.0
2024-06-16,Component Y,Material Flaw,Afternoon,Inspector 3,199,5,0,2.51
2024-06-16,Component Y,Surface Defect,Morning,Inspector 1,98,6,0,6.12
2024-06-16,Component Y,No Defect,Morning,Inspector 2,194,0,1,0.0
2024-06-16,Sub-System Z,No Defect,Night,Inspector 3,294,0,1,0.0
2024-06-16,Assembly B,No Defect,Morning,Inspector 1,226,0,1,0.0
2024-06-17,Assembly B,No Defect,Night,Inspector 3,88,0,1,0.0
2024-06-17,Component Y,Surface Defect,Afternoon,Inspector 2,78,5,0,6.41
2024-06-18,Assembly A,No Defect,Afternoon,Inspector 4,53,0,1,0.0
2024-06-18,Assembly B,No Defect,Morning,Inspector 4,213,0,1,0.0
2024-06-18,Component Y,No Defect,Morning,Inspector 2,142,0,1,0.0
2024-06-19,Assembly B,No Defect,Night,Inspector 3,237,0,1,0.0
2024-06-19,Assembly B,No Defect,Night,Inspector 1,292,0,1,0.0
2024-06-19,Component Y,Dimensional Error,Night,Inspector 1,143,9,0,6.29
2024-06-20,Component Y,No Defect,Night,Inspector 4,250,0,1,0.0
2024-06-20,Assembly B,No Defect,Afternoon,Inspector 2,218,0,1,0.0
2024-06-20,Assembly B,Surface Defect,Afternoon,Inspector 3,298,13,0,4.36
2024-06-20,Assembly B,Material Flaw,Afternoon,Inspector 2,283,9,0,3.18
2024-06-21,Component Y,No Defect,Afternoon,Inspector 3,200,0,1,0.0
2024-06-21,Assembly B,No Defect,Morning,Inspector 4,272,0,1,0.0
2024-06-22,Sub-System Z,No Defect,Night,Inspector 4,193,0,1,0.0
2024-06-22,Assembly B,No Defect,Night,Inspector 3,61,0,1,0.0
2024-06-22,Component Y,No Defect,Afternoon,Inspector 4,207,0,1,0.0
2024-06-23,Component X,No Defect,Afternoon,Inspector 4,285,0,1,0.0
2024-06-23,Component X,Dimensional Error,Night,Inspector 3,295,3,0,1.02
2024-06-24,Sub-System Z,Surface Defect,Morning,Inspector 1,202,5,0,2.48
2024-06-24,Assembly A,Assembly Fault,Morning,Inspector 2,212,7,0,3.3
2024-06-24,Component X,No Defect,Night,Inspector 1,155,0,1,0.0
2024-06-24,Assembly A,Surface Defect,Afternoon,Inspector 4,219,9,0,4.11
2024-06-24,Assembly A,No Defect,Morning,Inspector 3,51,0,1,0.0
2024-06-25,Assembly B,No Defect,Morning,Inspector 4,279,0,1,0.0
2024-06-25,Component X,No Defect,Morning,Inspector 1,50,0,1,0.0
2024-06-26,Component X,No Defect,Morning,Inspector 2,119,0,1,0.0
2024-06-26,Component Y,Surface Defect,Morning,Inspector 3,71,8,0,11.27
2024-06-27,Sub-System Z,Assembly Fault,Afternoon,Inspector 1,155,10,0,6.45
2024-06-27,Assembly A,No Defect,Afternoon,Inspector 2,68,0,1,0.0
2024-06-27,Component X,No Defect,Morning,Inspector 4,151,0,1,0.0
2024-06-28,Component Y,No Defect,Morning,Inspector 4,138,0,1,0.0
2024-06-29,Assembly A,No Defect,Night,Inspector 3,52,0,1,0.0
2024-06-30,Assembly B,No Defect,Night,Inspector 2,83,0,1,0.0
2024-06-30,Assembly A,No Defect,Afternoon,Inspector 3,258,0,1,0.0
2024-06-30,Assembly A,No Defect,Morning,Inspector 2,278,0,1,0.0
2024-06-30,Component X,Assembly Fault,Morning,Inspector 4,74,4,0,5.41
2024-07-01,Assembly B,Assembly Fault,Night,Inspector 2,273,5,0,1.83
2024-07-01,Assembly A,No Defect,Afternoon,Inspector 3,183,0,1,0.0
2024-07-01,Sub-System Z,No Defect,Afternoon,Inspector 1,96,0,1,0.0
2024-07-01,Assembly B,No Defect,Night,Inspector 4,128,0,1,0.0
2024-07-01,Sub-System Z,Surface Defect,Afternoon,Inspector 2,135,12,0,8.89
2024-07-02,Sub-System Z,No Defect,Morning,Inspector 4,177,0,1,0.0
2024-07-02,Component Y,No Defect,Night,Inspector 2,188,0,1,0.0
2024-07-02,Assembly A,No Defect,Afternoon,Inspector 3,84,0,1,0.0
2024-07-03,Sub-System Z,Material Flaw,Afternoon,Inspector 4,52,7,0,13.46
2024-07-03,Component Y,No Defect,Night,Inspector 4,104,0,1,0.0
2024-07-03,Component X,No Defect,Afternoon,Inspector 3,141,0,1,0.0
2024-07-03,Component Y,No Defect,Morning,Inspector 4,58,0,1,0.0
2024-07-04,Assembly B,No Defect,Morning,Inspector 4,67,0,1,0.0
2024-07-04,Component Y,Dimensional Error,Night,Inspector 1,126,13,0,10.32
2024-07-04,Component X,No Defect,Night,Inspector 1,190,0,1,0.0
2024-07-05,Assembly B,No Defect,Night,Inspector 1,295,0,1,0.0
2024-07-07,Assembly B,Assembly Fault,Night,Inspector 2,290,5,0,1.72
2024-07-07,Assembly B,No Defect,Morning,Inspector 1,76,0,1,0.0
2024-07-08,Assembly A,No Defect,Afternoon,Inspector 3,141,0,1,0.0
2024-07-08,Component X,No Defect,Morning,Inspector 1,183,0,1,0.0
2024-07-10,Assembly A,No Defect,Night,Inspector 4,121,0,1,0.0
2024-07-10,Component Y,No Defect,Night,Inspector 1,101,0,1,0.0
2024-07-10,Sub-System Z,No Defect,Morning,Inspector 4,127,0,1,0.0
2024-07-10,Assembly A,Surface Defect,Morning,Inspector 2,116,14,0,12.07
2024-07-10,Assembly A,No Defect,Afternoon,Inspector 1,93,0,1,0.0
2024-07-10,Assembly B,No Defect,Night,Inspector 3,219,0,1,0.0
2024-07-11,Assembly A,No Defect,Night,Inspector 1,104,0,1,0.0
2024-07-11,Component X,No Defect,Afternoon,Inspector 3,246,0,1,0.0
2024-07-11,Component X,No Defect,Night,Inspector 3,280,0,1,0.0
2024-07-11,Sub-System Z,Assembly Fault,Afternoon,Inspector 2,130,4,0,3.08
2024-07-11,Assembly A,No Defect,Morning,Inspector 1,267,0,1,0.0
2024-07-12,Assembly B,Material Flaw,Afternoon,Inspector 4,179,7,0,3.91
2024-07-12,Component X,Surface Defect,Morning,Inspector 3,204,12,0,5.88
2024-07-12,Component Y,Surface Defect,Afternoon,Inspector 3,280,12,0,4.29
2024-07-13,Assembly B,No Defect,Afternoon,Inspector 1,109,0,1,0.0
2024-07-13,Sub-System Z,Dimensional Error,Afternoon,Inspector 3,190,5,0,2.63
2024-07-13,Assembly A,Surface Defect,Night,Inspector 4,143,5,0,3.5
2024-07-13,Component X,No Defect,Morning,Inspector 2,174,0,1,0.0
2024-07-13,Sub-System Z,No Defect,Afternoon,Inspector 4,263,0,1,0.0
2024-07-14,Component X,No Defect,Morning,Inspector 3,198,0,1,0.0
2024-07-14,Component Y,Surface Defect,Morning,Inspector 4,76,5,0,6.58
2024-07-14,Assembly B,No Defect,Morning,Inspector 3,207,0,1,0.0
2024-07-14,Sub-System Z,Dimensional Error,Night,Inspector 4,159,4,0,2.52
2024-07-14,Component X,No Defect,Afternoon,Inspector 4,269,0,1,0.0
2024-07-14,Assembly A,No Defect,Afternoon,Inspector 1,172,0,1,0.0
2024-07-14,Assembly A,No Defect,Night,Inspector 2,154,0,1,0.0
2024-07-14,Assembly A,No Defect,Night,Inspector 1,284,0,1,0.0
2024-07-15,Sub-System Z,No Defect,Morning,Inspector 4,69,0,1,0.0
2024-07-16,Assembly B,No Defect,Night,Inspector 2,88,0,1,0.0
2024-07-16,Sub-System Z,Surface Defect,Night,Inspector 2,203,3,0,1.48
2024-07-16,Component X,Surface Defect,Morning,Inspector 3,232,9,0,3.88
2024-07-17,Assembly B,No Defect,Night,Inspector 3,158,0,1,0.0
2024-07-17,Component Y,No Defect,Morning,Inspector 1,109,0,1,0.0
2024-07-17,Assembly A,No Defect,Afternoon,Inspector 4,82,0,1,0.0
2024-07-17,Component Y,Material Flaw,Morning,Inspector 3,103,5,0,4.85
2024-07-18,Component X,Surface Defect,Night,Inspector 3,118,11,0,9.32
2024-07-18,Component Y,Material Flaw,Morning,Inspector 4,186,6,0,3.23
2024-07-19,Assembly B,No Defect,Night,Inspector 3,293,0,1,0.0
2024-07-19,Assembly B,Dimensional Error,Afternoon,Inspector 1,257,12,0,4.67
2024-07-20,Component Y,No Defect,Morning,Inspector 3,102,0,1,0.0
2024-07-20,Component X,No Defect,Afternoon,Inspector 1,175,0,1,0.0
2024-07-20,Component X,No Defect,Morning,Inspector 3,250,0,1,0.0
2024-07-20,Component X,Surface Defect,Night,Inspector 1,88,1,0,1.14
2024-07-21,Component X,No Defect,Morning,Inspector 2,156,0,1,0.0
2024-07-21,Assembly B,No Defect,Morning,Inspector 4,292,0,1,0.0
2024-07-22,Assembly A,Material Flaw,Afternoon,Inspector 4,265,3,0,1.13
2024-07-22,Assembly B,No Defect,Night,Inspector 3,291,0,1,0.0
2024-07-22,Assembly B,No Defect,Night,Inspector 2,139,0,1,0.0
2024-07-22,Assembly A,No Defect,Afternoon,Inspector 1,163,0,1,0.0
2024-07-22,Component Y,Surface Defect,Afternoon,Inspector 1,178,4,0,2.25
2024-07-23,Component X,No Defect,Afternoon,Inspector 4,224,0,1,0.0
2024-07-23,Component Y,Surface Defect,Night,Inspector 3,123,7,0,5.69
2024-07-25,Sub-System Z,Material Flaw,Afternoon,Inspector 2,237,8,0,3.38
2024-07-25,Sub-System Z,Surface Defect,Afternoon,Inspector 4,268,1,0,0.37
2024-07-26,Assembly B,No Defect,Morning,Inspector 2,87,0,1,0.0
2024-07-26,Component X,No Defect,Afternoon,Inspector 1,272,0,1,0.0
2024-07-26,Assembly B,No Defect,Night,Inspector 3,82,0,1,0.0
2024-07-26,Assembly B,Surface Defect,Night,Inspector 3,119,11,0,9.24
2024-07-27,Assembly B,No Defect,Afternoon,Inspector 1,272,0,1,0.0
2024-07-27,Assembly B,No Defect,Morning,Inspector 1,60,0,1,0.0
2024-07-27,Assembly A,Dimensional Error,Afternoon,Inspector 2,124,10,0,8.06
2024-07-27,Component Y,No Defect,Night,Inspector 2,272,0,1,0.0
2024-07-27,Component X,No Defect,Afternoon,Inspector 3,198,0,1,0.0
2024-07-27,Assembly A,No Defect,Night,Inspector 1,180,0,1,0.0
2024-07-28,Component Y,No Defect,Night,Inspector 2,179,0,1,0.0
2024-07-28,Assembly A,No Defect,Morning,Inspector 4,62,0,1,0.0
2024-07-29,Sub-System Z,No Defect,Afternoon,Inspector 1,80,0,1,0.0
2024-07-29,Assembly B,No Defect,Morning,Inspector 1,263,0,1,0.0
2024-07-29,Component X,No Defect,Morning,Inspector 4,218,0,1,0.0
2024-07-29,Component X,No Defect,Afternoon,Inspector 4,65,0,1,0.0
2024-07-30,Component Y,No Defect,Afternoon,Inspector 1,242,0,1,0.0
2024-07-31,Component X,No Defect,Afternoon,Inspector 2,69,0,1,0.0
2024-07-31,Sub-System Z,Assembly Fault,Morning,Inspector 2,235,2,0,0.85
2024-08-01,Component X,No Defect,Night,Inspector 4,211,0,1,0.0
2024-08-01,Sub-System Z,Dimensional Error,Morning,Inspector 3,62,8,0,12.9
2024-08-01,Component Y,No Defect,Night,Inspector 2,192,0,1,0.0
2024-08-02,Sub-System Z,Surface Defect,Morning,Inspector 4,116,11,0,9.48
2024-08-03,Assembly B,Surface Defect,Afternoon,Inspector 4,105,11,0,10.48
2024-08-03,Sub-System Z,No Defect,Morning,Inspector 1,123,0,1,0.0
2024-08-04,Assembly B,No Defect,Night,Inspector 1,239,0,1,0.0
2024-08-04,Component Y,Material Flaw,Night,Inspector 2,103,4,0,3.88
2024-08-05,Component X,Assembly Fault,Morning,Inspector 3,276,5,0,1.81
2024-08-06,Assembly B,No Defect,Morning,Inspector 1,80,0,1,0.0
2024-08-06,Sub-System Z,No Defect,Morning,Inspector 2,136,0,1,0.0
2024-08-06,Assembly A,Surface Defect,Morning,Inspector 4,55,10,0,18.18
2024-08-06,Sub-System Z,No Defect,Morning,Inspector 2,163,0,1,0.0
2024-08-06,Assembly B,No Defect,Night,Inspector 2,66,0,1,0.0
2024-08-07,Assembly A,No Defect,Night,Inspector 2,86,0,1,0.0
2024-08-07,Component X,No Defect,Morning,Inspector 4,237,0,1,0.0
2024-08-07,Component Y,No Defect,Morning,Inspector 4,186,0,1,0.0
2024-08-07,Sub-System Z,No Defect,Morning,Inspector 3,117,0,1,0.0
2024-08-08,Sub-System Z,No Defect,Night,Inspector 3,119,0,1,0.0
2024-08-08,Sub-System Z,Dimensional Error,Night,Inspector 4,290,10,0,3.45
2024-08-09,Component X,Surface Defect,Morning,Inspector 1,130,10,0,7.69
2024-08-09,Sub-System Z,Surface Defect,Morning,Inspector 4,83,13,0,15.66
2024-08-10,Assembly A,No Defect,Morning,Inspector 1,279,0,1,0.0
2024-08-10,Component X,No Defect,Afternoon,Inspector 4,82,0,1,0.0
2024-08-11,Component X,No Defect,Night,Inspector 1,209,0,1,0.0
2024-08-11,Component Y,No Defect,Night,Inspector 2,215,0,1,0.0
2024-08-11,Component Y,Material Flaw,Night,Inspector 3,267,6,0,2.25
2024-08-11,Component X,Assembly Fault,Afternoon,Inspector 4,116,3,0,2.59
2024-08-11,Sub-System Z,Material Flaw,Night,Inspector 3,57,4,0,7.02
2024-08-11,Component Y,No Defect,Afternoon,Inspector 3,85,0,1,0.0
2024-08-12,Component Y,No Defect,Night,Inspector 4,295,0,1,0.0
2024-08-12,Component Y,No Defect,Night,Inspector 3,128,0,1,0.0
2024-08-13,Assembly A,Dimensional Error,Night,Inspector 1,78,13,0,16.67
2024-08-13,Sub-System Z,Dimensional Error,Morning,Inspector 2,135,12,0,8.89
2024-08-14,Assembly B,Surface Defect,Morning,Inspector 2,269,12,0,4.46
2024-08-15,Assembly B,No Defect,Night,Inspector 2,264,0,1,0.0
2024-08-16,Component Y,No Defect,Afternoon,Inspector 4,133,0,1,0.0
2024-08-17,Assembly B,No Defect,Morning,Inspector 3,108,0,1,0.0
2024-08-17,Assembly A,No Defect,Night,Inspector 4,112,0,1,0.0
2024-08-20,Assembly A,No Defect,Night,Inspector 2,282,0,1,0.0
2024-08-20,Assembly A,No Defect,Night,Inspector 3,65,0,1,0.0
2024-08-20,Assembly B,No Defect,Afternoon,Inspector 4,258,0,1,0.0
2024-08-20,Assembly A,No Defect,Morning,Inspector 2,130,0,1,0.0
2024-08-22,Assembly A,No Defect,Night,Inspector 4,284,0,1,0.0
2024-08-22,Component Y,No Defect,Night,Inspector 3,53,0,1,0.0
2024-08-22,Assembly B,No Defect,Afternoon,Inspector 4,186,0,1,0.0
2024-08-22,Assembly A,No Defect,Morning,Inspector 2,103,0,1,0.0
2024-08-23,Assembly A,Surface Defect,Morning,Inspector 2,139,4,0,2.88
2024-08-24,Sub-System Z,No Defect,Afternoon,Inspector 2,156,0,1,0.0
2024-08-24,Sub-System Z,No Defect,Night,Inspector 4,269,0,1,0.0
2024-08-25,Component X,No Defect,Morning,Inspector 1,183,0,1,0.0
2024-08-25,Sub-System Z,Material Flaw,Morning,Inspector 3,157,13,0,8.28
2024-08-26,Sub-System Z,No Defect,Morning,Inspector 3,133,0,1,0.0
2024-08-26,Assembly B,Surface Defect,Night,Inspector 1,255,8,0,3.14
2024-08-26,Assembly A,No Defect,Morning,Inspector 1,135,0,1,0.0
2024-08-26,Sub-System Z,No Defect,Morning,Inspector 4,172,0,1,0.0
2024-08-26,Assembly B,Material Flaw,Morning,Inspector 2,291,7,0,2.41
2024-08-27,Sub-System Z,Dimensional Error,Night,Inspector 2,99,4,0,4.04
2024-08-27,Assembly B,No Defect,Afternoon,Inspector 2,164,0,1,0.0
2024-08-27,Sub-System Z,Surface Defect,Morning,Inspector 2,238,9,0,3.78
2024-08-27,Assembly A,No Defect,Morning,Inspector 3,221,0,1,0.0
2024-08-27,Assembly B,No Defect,Afternoon,Inspector 1,280,0,1,0.0
2024-08-28,Assembly B,No Defect,Night,Inspector 3,103,0,1,0.0
2024-08-28,Component Y,No Defect,Night,Inspector 4,112,0,1,0.0
2024-08-28,Assembly B,No Defect,Afternoon,Inspector 2,287,0,1,0.0
2024-08-29,Assembly A,No Defect,Morning,Inspector 3,269,0,1,0.0
2024-08-29,Sub-System Z,No Defect,Night,Inspector 4,187,0,1,0.0
2024-08-29,Sub-System Z,Surface Defect,Afternoon,Inspector 1,251,5,0,1.99
2024-08-29,Assembly A,Surface Defect,Night,Inspector 3,89,5,0,5.62
2024-08-29,Assembly B,No Defect,Night,Inspector 2,245,0,1,0.0
2024-08-30,Component Y,No Defect,Night,Inspector 4,77,0,1,0.0
2024-08-30,Assembly B,Surface Defect,Night,Inspector 2,277,8,0,2.89
2024-08-30,Component X,No Defect,Afternoon,Inspector 4,252,0,1,0.0
2024-08-31,Sub-System Z,No Defect,Afternoon,Inspector 4,59,0,1,0.0
2024-08-31,Sub-System Z,No Defect,Afternoon,Inspector 1,249,0,1,0.0
2024-08-31,Sub-System Z,Assembly Fault,Night,Inspector 3,136,13,0,9.56
2024-09-01,Sub-System Z,No Defect,Afternoon,Inspector 3,247,0,1,0.0
2024-09-01,Component X,No Defect,Morning,Inspector 1,173,0,1,0.0
2024-09-01,Assembly A,Surface Defect,Morning,Inspector 1,94,4,0,4.26
2024-09-01,Component Y,Dimensional Error,Afternoon,Inspector 2,250,7,0,2.8
2024-09-01,Assembly A,No Defect,Afternoon,Inspector 3,171,0,1,0.0
2024-09-01,Component X,No Defect,Night,Inspector 1,143,0,1,0.0
2024-09-01,Sub-System Z,Surface Defect,Night,Inspector 4,172,14,0,8.14
2024-09-03,Assembly A,No Defect,Morning,Inspector 3,299,0,1,0.0
2024-09-04,Component Y,Dimensional Error,Night,Inspector 4,198,10,0,5.05
2024-09-04,Assembly B,No Defect,Morning,Inspector 1,78,0,1,0.0
2024-09-04,Assembly B,No Defect,Afternoon,Inspector 2,137,0,1,0.0
2024-09-04,Assembly A,Assembly Fault,Night,Inspector 2,231,10,0,4.33
2024-09-04,Component X,No Defect,Afternoon,Inspector 3,191,0,1,0.0
2024-09-04,Component Y,No Defect,Morning,Inspector 4,271,0,1,0.0
2024-09-06,Sub-System Z,No Defect,Afternoon,Inspector 2,228,0,1,0.0
2024-09-06,Assembly B,No Defect,Night,Inspector 2,296,0,1,0.0
2024-09-07,Component X,No Defect,Afternoon,Inspector 2,116,0,1,0.0
2024-09-07,Component X,No Defect,Morning,Inspector 2,275,0,1,0.0
2024-09-08,Component Y,No Defect,Afternoon,Inspector 1,124,0,1,0.0
2024-09-08,Assembly B,No Defect,Morning,Inspector 1,274,0,1,0.0
2024-09-08,Sub-System Z,No Defect,Night,Inspector 3,205,0,1,0.0
2024-09-08,Sub-System Z,No Defect,Morning,Inspector 1,106,0,1,0.0
2024-09-08,Component Y,Surface Defect,Night,Inspector 1,128,9,0,7.03
2024-09-09,Assembly A,No Defect,Afternoon,Inspector 4,73,0,1,0.0
2024-09-09,Sub-System Z,No Defect,Afternoon,Inspector 3,91,0,1,0.0
2024-09-10,Sub-System Z,No Defect,Morning,Inspector 4,252,0,1,0.0
2024-09-10,Assembly A,No Defect,Afternoon,Inspector 1,247,0,1,0.0
2024-09-10,Assembly A,Assembly Fault,Morning,Inspector 2,86,9,0,10.47
2024-09-10,Component X,Assembly Fault,Afternoon,Inspector 2,98,9,0,9.18
2024-09-11,Sub-System Z,No Defect,Afternoon,Inspector 1,273,0,1,0.0
2024-09-11,Component X,No Defect,Night,Inspector 3,82,0,1,0.0
2024-09-11,Assembly B,Assembly Fault,Afternoon,Inspector 1,207,1,0,0.48
2024-09-11,Component X,Surface Defect,Afternoon,Inspector 2,179,9,0,5.03
2024-09-12,Component Y,No Defect,Morning,Inspector 1,245,0,1,0.0
2024-09-12,Assembly A,No Defect,Afternoon,Inspector 4,84,0,1,0.0
2024-09-12,Component X,Surface Defect,Morning,Inspector 1,197,5,0,2.54
2024-09-13,Sub-System Z,No Defect,Afternoon,Inspector 2,177,0,1,0.0
2024-09-14,Component X,No Defect,Morning,Inspector 2,199,0,1,0.0
2024-09-14,Assembly A,Surface Defect,Morning,Inspector 3,158,12,0,7.59
2024-09-14,Assembly B,No Defect,Morning,Inspector 1,188,0,1,0.0
2024-09-15,Component Y,No Defect,Afternoon,Inspector 2,143,0,1,0.0
2024-09-15,Sub-System Z,Dimensional Error,Morning,Inspector 2,278,6,0,2.16
2024-09-16,Assembly A,Dimensional Error,Morning,Inspector 1,178,2,0,1.12
2024-09-16,Component X,No Defect,Morning,Inspector 2,170,0,1,0.0
2024-09-17,Assembly B,Dimensional Error,Morning,Inspector 2,259,10,0,3.86
2024-09-17,Component X,No Defect,Afternoon,Inspector 4,147,0,1,0.0
2024-09-17,Component Y,Material Flaw,Morning,Inspector 4,81,3,0,3.7
2024-09-17,Component X,No Defect,Night,Inspector 1,243,0,1,0.0
2024-09-18,Component X,No Defect,Afternoon,Inspector 3,76,0,1,0.0
2024-09-19,Sub-System Z,Assembly Fault,Night,Inspector 4,263,14,0,5.32
2024-09-19,Sub-System Z,Material Flaw,Afternoon,Inspector 3,151,6,0,3.97
2024-09-19,Component Y,No Defect,Morning,Inspector 2,129,0,1,0.0
2024-09-20,Sub-System Z,Assembly Fault,Morning,Inspector 2,97,5,0,5.15
2024-09-22,Component X,No Defect,Morning,Inspector 3,66,0,1,0.0
2024-09-23,Assembly A,No Defect,Afternoon,Inspector 4,59,0,1,0.0
2024-09-23,Component X,No Defect,Morning,Inspector 3,116,0,1,0.0
2024-09-24,Assembly A,Dimensional Error,Morning,Inspector 3,211,12,0,5.69
2024-09-24,Component Y,No Defect,Night,Inspector 3,247,0,1,0.0
2024-09-24,Component Y,Dimensional Error,Afternoon,Inspector 3,197,5,0,2.54
2024-09-25,Component X,Assembly Fault,Morning,Inspector 3,222,7,0,3.15
2024-09-25,Sub-System Z,No Defect,Morning,Inspector 3,55,0,1,0.0
2024-09-26,Component X,Dimensional Error,Afternoon,Inspector 2,213,6,0,2.82
2024-09-26,Assembly B,No Defect,Afternoon,Inspector 1,208,0,1,0.0
2024-09-27,Assembly B,No Defect,Afternoon,Inspector 3,232,0,1,0.0
2024-09-28,Assembly B,No Defect,Morning,Inspector 1,237,0,1,0.0
2024-09-28,Component Y,No Defect,Afternoon,Inspector 4,108,0,1,0.0
2024-09-28,Assembly B,No Defect,Afternoon,Inspector 2,111,0,1,0.0
2024-09-28,Assembly B,No Defect,Morning,Inspector 2,253,0,1,0.0
2024-09-29,Assembly A,No Defect,Night,Inspector 4,188,0,1,0.0
2024-09-29,Assembly A,No Defect,Morning,Inspector 1,65,0,1,0.0
2024-09-29,Component Y,Surface Defect,Night,Inspector 1,277,13,0,4.69
2024-09-29,Component X,No Defect,Night,Inspector 2,171,0,1,0.0
2024-09-30,Sub-System Z,Assembly Fault,Afternoon,Inspector 4,253,7,0,2.77
2024-10-01,Component X,No Defect,Night,Inspector 2,76,0,1,0.0
2024-10-01,Component X,No Defect,Afternoon,Inspector 2,289,0,1,0.0
2024-10-01,Sub-System Z,Dimensional Error,Morning,Inspector 3,167,4,0,2.4
2024-10-01,Assembly B,No Defect,Night,Inspector 4,234,0,1,0.0
2024-10-01,Assembly A,No Defect,Night,Inspector 3,263,0,1,0.0
2024-10-02,Assembly B,No Defect,Night,Inspector 2,145,0,1,0.0
2024-10-02,Assembly B,Dimensional Error,Afternoon,Inspector 2,121,6,0,4.96
2024-10-03,Component X,No Defect,Morning,Inspector 1,205,0,1,0.0
2024-10-03,Assembly B,Assembly Fault,Night,Inspector 3,121,7,0,5.79
2024-10-04,Component X,No Defect,Afternoon,Inspector 3,249,0,1,0.0
2024-10-05,Assembly A,Assembly Fault,Night,Inspector 3,180,10,0,5.56
